FeatureIndex	FileName	MSLevel	MonoisotopicMass	AverageMass	MassCount	StartRetentionTime	EndRetentionTime	RetentionTimeDuration	ApexRetentionTime	SumIntensity	MaxIntensity	FeatureQuantity	MinCharge	MaxCharge	ChargeCount	IsotopeCosineScore	Qscore2D	PerChargeIntensity	PerIsotopeIntensity
64	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	5580.634721	5584.077830	4	65.366	65.5738	12.4658	65.5097	1.55511e+06	571153	5.65884e+06	5	9	5	0.924195	0.999815435551337	61714.8;677672;602617;238198;83565.9	14550.7;76335.7;160796;285470;286155;259759;187666;159145;75064.8;37102.8;7404.57;20205.3
65	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9146.331409	9151.985925	3	66.1973	66.9688	46.293	66.1973	1.20882e+06	537776	1.7257e+07	6	9	4	0.921748	0.980172621334481	124479;458972;448737;176627	31101.1;88444;70649.4;85915.3;93648.5;137329;123376;155681;120482;93514.1;70625.3;57215.3;59437.6;20997.9;31499.8
66	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9148.358265	9154.012781	9	66.5828	68.7042	127.283	67.611	2.33706e+06	525547	2.74763e+07	6	9	4	0.964567	0.999908058083819	158416;1.02865e+06;821157;328833	52991.7;51566.1;110356;201211;226831;278198;362876;332890;270423;194739;145960;54836.5;60518.7;23829;22821.6
67	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9221.327246	9227.021351	4	66.3256	66.5184	11.5671	66.3899	1.63961e+06	508866	5.00691e+06	6	8	3	0.925236	0.999737401445679	213652;822982;602977	25789.7;0;72769.3;114897;147682;184060;224620;180376;151545;148871;131379;71972.1;101368;89789.1;20281.5
68	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	12070.004036	12077.572733	11	70.6986	71.6629	57.8558	70.7628	2.6676e+06	434046	1.17276e+07	7	9	3	0.960524	0.999988121206099	339651;1.94205e+06;385898	0;0;7801.75;56606.6;70232.5;193743;345687;364260;394610;391915;286495;260314;180610;41127;55150.8;10134.8;8908.07
69	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9121.349982	9126.990322	14	67.2257	70.1835	177.467	67.4183	2.38302e+06	413741	2.20773e+07	6	9	4	0.937158	0.989674015624527	65879.5;715049;1.05431e+06;547774	27424.4;31772.9;23253;134159;250053;302819;432954;307636;302038;201241;133944;133149;76033;32083.7;21878.4
70	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9076.337430	9081.952284	2	65.0866	65.8843	47.8611	65.0866	698263	386312	1.67098e+07	7	8	2	0.893275	0.553779253767404	386312;311950	0;20520.4;0;71742.5;30992;100271;147773;81116.9;95958.3;54969.2;27930.9;27607.4;0;0;39381.8
71	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	11911.016285	11918.394771	4	71.341	71.5986	15.456	71.4699	967835	340457	4.02197e+06	7	12	6	0.930941	0.937952601992785	8104.48;483265;301491;68950.6;43890.6;62132.6	0;51166.3;19499.4;37607.2;45568.8;72704;83157.5;113933;81248;117279;86936.7;72997.6;57234.4;52156;18995.6;40739.3;16611.4
72	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9260.306188	9266.012001	3	65.366	66.8403	88.459	65.366	500062	329153	1.78054e+07	6	9	4	0.916861	0.516533227909261	88449.2;186451;189002;36159.1	0;12927.3;37759.6;19518.4;62059.1;45394.5;71440.7;63450.2;50188.6;59827.7;40155.8;11649.9;0;0;25690
73	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	11913.003888	11920.398610	4	70.6986	71.4053	42.402	70.6986	907928	283460	8.30894e+06	7	11	5	0.95724	0.966274823158263	18500.4;614021;184052;12158.7;79195.1	0;8261.83;23685.9;36186.7;55603.8;64112.4;113567;80061;148804;132323;91339.7;66416.3;35287.9;21369.9;18980.6;11928.6
74	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	11912.009260	11919.387745	5	70.6986	71.6629	57.8558	70.7628	1.02296e+06	273099	1.17143e+07	7	10	4	0.938838	0.992087965426193	12622.9;750554;239105;20676.5	0;30310.4;27134.5;8666.29;44576;72668.8;119097;112137;131143;137457;129302;82473.6;72618.1;46690.7;0;0;0;8683.77
75	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	11299.389333	11306.402051	5	66.0689	67.5466	88.6623	66.0689	899607	256324	1.44922e+07	13	22	11	0.948425	0.897489887896213	35233.5;117795;90161.2;189955;202178;148232;185099;67954.3;13116.6;8303.63	16975.3;11110.2;0;30801.7;54115;74944.7;125508;125659;128844;88399.4;128356;46757.5;18743.1;30710.7;6660.66;12640.6;16356.8
76	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9186.304994	9191.971239	4	65.2283	66.0689	50.4383	65.5097	824008	249504	1.01016e+07	6	8	3	0.924156	0.927474083555703	143820;517948;162239	0;12985.4;17599;34376.3;107162;123193;76463.5;101931;103774;85322.4;59499;42646.2;12985.5;24108.2;21961.7
77	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	4864.657876	4867.709076	5	67.611	67.868	15.4192	67.7394	586619	232751	2.03653e+06	5	7	3	0.926004	0.999868851109671	101803;355072;129744	0;31847.4;114924;104897;134472;92317.1;50019.1;31187.3;12704.3;8275.26;5976.22
78	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9375.344833	9381.235953	2	65.4333	66.3256	53.5421	65.4333	331430	226876	8.87271e+06	6	9	4	0.856821	0.690918974210241	26197.2;25077.1;249283;30872.2	0;0;0;0;47030.3;47508.7;34096.8;47950.9;47375.2;30674;10656.5;40202.8;0;25934.5
79	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	11994.009763	12001.538961	2	70.7628	71.5342	46.283	70.7628	341756	209918	7.90874e+06	7	9	3	0.931227	0.59250361887814	27857.5;257737;56161.5	0;10775.3;12904.2;21299.1;0;22389.5;40466.1;43591.4;52138.5;42697.6;31879.3;34168.9;9962.25;0;0;11238.1;8245.42
80	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	11875.049863	11882.416590	2	70.6986	71.5986	54.001	71.5986	386679	202338	1.04405e+07	7	7	1	0.964865	0.943405592483802	386679	0;0;0;9428.19;11767.2;50099;53062.5;57783.3;67735.5;47736.4;44725.7;34280.9;10060.4
81	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	11973.025776	11980.452969	2	70.8269	71.5342	42.4347	70.8269	328251	172812	6.96463e+06	7	7	1	0.948614	0.924999623663826	328252	0;0;0;0;10146;35190.6;47820.3;56781.8;44153.4;45825.1;49447.1;31121.3;7765.93
82	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9107.357600	9112.984204	5	69.2184	71.4053	131.214	70.3767	417329	138946	1.14915e+07	6	9	4	0.921614	0.760969497099953	7300.6;163656;222708;33567.4	0;11964.3;0;7300.6;63673.1;72948.9;63403.8;72037.3;64866;37473.8;6667.24;9592.55;7400.83
83	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	11989.015235	11996.544433	2	70.3124	70.9555	38.5866	70.9555	229333	125769	4.42458e+06	8	8	1	0.903239	0.799780639118051	229333	0;0;0;0;23765.3;9209.13;26996.5;25692.7;28257.5;32557.9;18962.6;27966.2;26126.2;0;9798.5
84	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9104.350467	9109.977071	2	68.2534	69.0898	50.1891	68.2534	194445	111614	4.87952e+06	6	7	2	0.866003	0.743403581706377	31053.3;163392	0;0;0;8199.55;18855.2;26495.2;33421.6;26936.5;38897.9;24418.4;0;0;9428.83;0;7792.38
85	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	11987.020436	11994.447629	2	69.3469	70.3767	61.7885	70.3767	167903	93077.9	5.18722e+06	8	9	2	0.927795	0.882008751906986	152760;15142.5	0;0;0;0;0;21319.1;24048.7;24697.9;21586.1;16925.3;25775.3;15662.2;8629.49;9258.38
86	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	4562.174761	4565.014316	2	67.2898	67.9965	42.399	67.2898	143072	89112.3	3.03305e+06	4	4	1	0.91262	0.726502058907932	143072	5914.54;14268.1;22864.6;43448.8;20974.1;28318.1;13198.1
87	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	4629.162814	4632.050070	2	66.0689	66.2613	11.5429	66.0689	120833	78704.6	697378	3	4	2	0.880537	0.762411417234054	9409.36;111423	13679.4;0;26890.8;33314.6;23075.3;20096;17455.9
88	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	2030.208354	2031.476875	2	68.7684	69.1542	23.1504	68.7684	68440.8	36909.3	792216	3	4	2	0.879056	0.624079319270464	64406.3;4034.41	9473.38;26277.9;18971.3;7649.83;15541.8
89	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	4561.679382	4564.518937	2	68.8973	69.7976	54.0204	69.7976	66397	35614.3	1.7934e+06	4	4	1	0.868327	0.673080513102366	66397	0;0;19520.5;19922.9;19352.6;7601
90	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	5811.710929	5815.306160	2	70.9555	71.4053	26.9904	70.9555	55752.5	32939.5	752390	6	9	3	0.914664	0.570884832203393	9918.34;23021.2;0;22813	0;0;11693.9;9536.29;15607;12477;6438.28
91	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	4588.847260	4591.718732	2	67.2898	67.611	19.269	67.2898	52554	30219.8	506332	6	8	3	0.8554	0.548038585477929	10598.5;32609.7;9345.9	3206.39;0;11923.2;14218.3;17732.5;8680.05
92	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	2659.091495	2660.732882	2	69.7976	70.119	19.2846	70.119	49492.8	27449.8	477225	2	3	2	0.86692	0.64703418733632	18797;30695.8	0;19910.4;15284.7;14297.7
93	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	2849.029946	2850.786354	2	65.6377	66.011	22.3981	65.6377	42369.1	24260.5	474493	4	4	1	0.8521	0.75283148269711	42369.1	0;12280.5;15468.2;14620.4
94	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	4673.082398	4676.016081	2	70.5054	71.2126	42.4291	71.2126	37183.6	23868.2	788833	4	7	2	0.866345	0.762237748041952	23868.2;0;0;13315.4	0;0;11214;12295.5;11415.6;2258.47
95	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	4807.182058	4810.184163	2	68.7684	69.2184	27.0008	68.7684	43691.7	22896.4	589855	6	7	2	0.934426	0.446448667374985	32200.9;11490.8	0;2984.76;9399.29;11377.2;8937.25;3767.93;3587.35;0;3637.9
96	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	4474.724406	4477.524929	2	69.1542	69.4113	15.4268	69.4113	40733.8	22049.2	314195	6	6	1	0.853717	0.797293625610203	40733.8	0;0;11038.1;12909.4;12578.2;4208.06
97	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	3386.030716	3388.101031	2	68.2534	68.5757	19.3413	68.5757	34224	22023.8	330969	5	5	1	0.852444	0.519287761070147	34224	0;5034.07;10527.8;11263.4;4399.02;0;0;2999.67
98	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	2628.896963	2630.526624	2	69.0257	69.9263	54.0321	69.0257	40104	21286	1.08345e+06	3	3	1	0.859931	0.7851643241143	40104	0;13906.5;16718.3;9479.17
99	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	2711.355271	2713.024390	2	67.2257	68.1249	53.9528	67.2257	37410.9	21176.5	1.00921e+06	3	3	1	0.878224	0.7763743546583	37410.9	0;15266.5;12226;9918.38
100	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	4584.691813	4587.542923	2	66.9688	67.3541	23.1193	66.9688	30419.2	17770.4	351636	6	7	2	0.856127	0.778631741387457	17770.4;12648.9	0;0;8430.41;9650.47;9827.89;2510.48
101	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8828.257661	8833.720754	10	65.3795	67.817	146.248	65.4468	4.48466e+07	1.96823e+07	4.46453e+08	5	8	4	0.975492	0.999991046365091	2.56311e+06;4.77714e+06;2.83177e+07;9.18867e+06	81197;397392;1.25046e+06;4.18177e+06;5.89992e+06;7.01149e+06;7.07663e+06;6.35099e+06;5.00547e+06;3.52113e+06;1.56689e+06;944433;876408;500393;263239
102	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8827.254340	8832.717433	5	65.2772	70.0683	287.463	65.2772	5.33342e+07	1.94576e+07	1.981e+09	6	8	3	0.932839	0.999506954655542	1.08817e+07;3.49571e+07;7.49534e+06	19714.8;253883;1.13226e+06;3.0747e+06;5.8966e+06;8.05184e+06;8.99246e+06;8.62362e+06;7.21316e+06;5.36074e+06;2.44863e+06;1.05789e+06;548864;339226;340332
103	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8844.242564	8849.728982	4	65.3925	68.6784	197.158	65.4468	7.9068e+06	3.6027e+06	2.10198e+08	6	8	3	0.935419	0.999033409665527	1.80404e+06;4.02377e+06;2.07899e+06	67868.5;140663;276575;498838;751741;995422;1.09416e+06;1.05891e+06;854986;686378;500858;384375;284587;214551;164760
104	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8528.117397	8533.411191	7	65.2772	70.0683	287.463	65.2772	6.12729e+06	2.98235e+06	1.25922e+08	5	8	4	0.96055	0.999347432983012	939351;3.20794e+06;1.95943e+06;20570.6	0;60472.2;217221;508640;762018;1.04895e+06;1.0478e+06;922963;686003;445854;228449;91593.9;66940.2;26960.1;13419.1
105	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8843.235285	8848.721704	4	65.3795	68.6784	197.937	65.3795	2.33502e+06	2.04746e+06	1.57748e+08	6	8	3	0.904828	0.999696043810159	71409.7;2.22228e+06;41333.6	5823.67;34677.4;46111.7;104185;216251;330928;425624;432114;345640;229102;127269;21604.8;9278.26;6828.24;5408.5
106	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8529.123365	8534.417159	9	65.4468	67.817	142.213	65.4468	3.76795e+06	1.67024e+06	4.78023e+07	5	8	4	0.968403	0.999999999955449	1.43279e+06;848602;1.36378e+06;123619	6338.73;51640;168388;336365;487286;543425;563660;518714;397160;292761;171285;117305;66683.9;33732.3;19546.6
107	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8809.228162	8814.679428	2	65.2772	68.6784	204.072	65.2772	1.68046e+06	1.65637e+06	1.71468e+08	6	8	3	0.954728	0.979999704274594	824381;831986;24093.5	0;21364.5;54452.8;114946;199982;274843;241566;276051;201801;137902;93766.9;31932.7;20951.1;7515.11;3387.04
108	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8810.245849	8815.697114	10	65.3795	70.0683	281.327	65.3795	3.81971e+06	1.58892e+06	5.3918e+07	5	8	4	0.966393	0.999965306826024	384118;544602;2.61152e+06;279471	21249.2;72822;149656;301116;472613;514627;531855;522752;407370;311017;207357;147272;97826.1;56722.9;26698.2
109	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8659.170904	8664.542208	3	65.3795	67.5852	132.343	65.3795	1.40697e+06	926410	3.36567e+07	5	7	3	0.934122	0.980467846813584	5953.56;392936;1.00808e+06	28248.8;14268.4;43072.8;87889.5;162013;194455;203282;214018;181744;116488;79720;55569.2;31904.7;14289;8259.4
110	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8317.984265	8323.142708	4	65.3795	70.0683	281.327	65.3795	834845	788790	5.52275e+07	5	7	3	0.911895	0.996564611982051	42082.4;768346;24416.5	3081.52;7165.64;21591.8;47156.8;105865;126084;130118;143632;113230;71670.6;34024.3;16718.1;8475.84;5082.21;4030.35
111	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8318.986049	8324.144492	9	65.3925	71.0975	342.304	65.4468	1.62462e+06	728299	3.75791e+07	5	8	4	0.965685	0.99998267535382	133064;758737;417587;315236	4573.01;25761.6;73090.2;138939;220768;252873;252699;214636;166675;114071;78591.1;46151.4;19398.1;14994.1;5975.74
112	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8792.235613	8797.686879	6	65.2772	68.6784	204.072	65.3795	1.3592e+06	678264	1.63842e+07	5	8	4	0.926706	0.987154098649917	76925.5;163420;712322;406537	43443.7;56531.8;77503.3;89831.2;138441;156609;163420;155189;113339;85981.5;75734.9;96136.2;74108.6;57208.2;19171.1
113	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8510.100617	8515.382513	2	65.2772	67.5852	138.478	65.2772	631492	626179	4.3724e+07	5	6	2	0.981936	0.967415174750535	198242;433250	0;8661.63;31604.2;69961.5;89313.1;114453;107413;91681.9;65114.4;36048.1;17241
114	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8974.318277	8979.870161	3	65.2772	70.0683	287.463	65.3795	1.01244e+06	521749	7.73064e+07	6	7	2	0.950252	0.999128681808668	379917;632519	0;2803.9;29445.2;56320.6;114861;159628;156187;155546;129407;92807.9;56379.7;23064.8;17978.5;13971.6;4034.92
115	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8842.246559	8847.732978	3	66.4676	70.0683	216.039	66.4676	642544	520064	2.94195e+07	6	8	3	0.892063	0.950293579700514	322362;305153;15029.4	20124.8;15790.5;22313.7;36508.7;58499.4;87024.7;117674;133538;118068;43813.3;7765.81;1036.42;511.094
116	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8511.108231	8516.390127	9	65.3795	67.817	146.248	65.3795	1.16783e+06	492932	1.27089e+07	5	8	4	0.971583	0.999997847689998	338270;342800;446915;39849	11145.4;19231.9;56161.2;111057;149649;173948;177753;152677;125960;92397.7;60706.7;29497.6;11012;6329.92;1453.19
117	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8975.333368	8980.885252	8	65.4468	67.817	142.213	65.4468	648372	416390	8.9339e+06	5	8	4	0.962661	0.999866972773267	57111.2;98799.3;445846;53197.6	375.314;5756.83;24147.9;55653.9;69264.3;86908.1;92853.6;90710.5;70611;61602.3;35464.4;27421.4;14556.8;8746.02;4674.63
118	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8031.836627	8036.828163	11	65.3925	71.0975	342.304	65.4468	975061	407686	2.18764e+07	5	7	3	0.953305	0.999985343545876	70234.4;567825;337002	385.444;18959.5;43185;97302.7;123498;151160;158215;126556;107575;68901.6;41610.7;22295.8;11704.4;4096.58
119	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8545.112786	8550.422992	5	65.3795	66.4927	66.7931	65.3925	1.04193e+06	366128	7.75107e+06	5	8	4	0.970661	0.999949330626973	77740;439112;452284;72793.9	6333.43;14817.3;39323.5;81819.1;144103;169835;177297;141513;105564;69572.7;36008.3;26225.6;15168.4;11546.9;9136.34
120	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8230.950254	8236.055252	4	65.2772	68.6784	204.072	65.3795	436216	347135	2.56851e+07	5	7	3	0.924119	0.996039928707042	68297.3;299777;68141.5	0;0;12064.4;30291.8;63880.6;61391.2;89827.2;65670.6;52515.1;28612.1;15141.8;11073.5;5747.49
121	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8660.156369	8665.527672	8	65.4468	67.817	142.213	65.7957	662033	296772	1.00204e+07	5	8	4	0.964403	0.999929999847558	315716;286068;28257.8;31991.7	4674.17;9392.84;29958.6;54864.2;77426.6;92556.9;99914.6;90978.1;73331.9;52940.8;32788.6;18266.7;14310.7;9052.78;6249.99
122	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8812.228012	8817.679278	2	65.3925	65.9222	31.7834	65.3925	428188	289296	6.80463e+06	5	7	3	0.891939	0.838415177094017	63730.7;247117;117340	16145.1;19750.9;31540.1;35665.7;37738.7;39229.6;40762.1;40865.4;39007.2;45458.5;28362.9;24043.9;20645.1;15962.1;9155.7
123	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8864.210887	8869.711121	2	65.3925	65.9222	31.7834	65.3925	281590	246011	4.47493e+06	5	6	2	0.959815	0.931958398526307	35578.4;246011	0;0;19954.4;25569.3;34134.4;39037.7;42179.6;43332.9;39077.9;28238.7;10064.6
124	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8333.972572	8339.131015	3	65.3795	67.5601	130.836	65.3795	287942	232842	8.74137e+06	6	8	3	0.878011	0.946086391490783	232842;16674.8;38424.8	0;0;2612.84;13393.1;30832.4;50397.9;57328.3;59848.5;30422.9;21804.6;17560.5;1938.08;848.776;953.743
125	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8730.192483	8735.603853	2	65.2772	66.4676	71.4239	65.2772	254485	230687	9.08816e+06	5	6	2	0.972667	0.966310951551426	35171.1;219314	0;4856.29;6485.66;22626.1;34066.8;42397.9;44914.1;36313.2;25297.6;16658.4;7100.8;6825.92;1157.78;0;5784.66
126	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8143.916491	8148.973067	3	65.3795	67.5601	130.836	65.3795	223417	200668	7.51738e+06	5	7	3	0.885483	0.949267491005298	11289.6;177303;34824.4	0;0;0;16464.3;24489.4;47877.9;43748.8;27463;36516.9;14547.4;5415.6;6893.54
127	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8231.952937	8237.057935	7	65.3925	67.817	145.469	65.4468	406051	195058	9.1513e+06	5	8	4	0.955793	0.999847216745379	47929.4;237613;107937;12570.7	573.344;6213.63;18612.6;38664.8;53113.5;57793.2;62916.1;61262.4;44889.8;27842.5;18121.6;10565.4;3104.36;2255.76;694.945
128	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8047.829365	8052.832642	6	65.3795	67.5601	130.836	65.3795	401012	187314	5.27131e+06	5	8	4	0.952461	0.999934914175105	20721.6;357411;13394.2;10108.8	557.313;6184.23;13407.1;33109;63960.2;75701.2;72407.3;56755.3;40475.4;22490.5;8256;3156.97;3996.9;1111.99
129	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8334.983874	8340.142317	4	65.3925	67.817	145.469	65.4468	342245	183473	1.46765e+07	5	7	3	0.952772	0.998571866001626	29625;197468;115152	1423.13;7550.28;13875.2;25153;43590.4;53522.6;54213.1;47694;38221.7;24418.3;16026.9;9216.34;5534.51;2359.99;869.08
130	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8642.146750	8647.518054	2	65.3795	65.7957	24.9735	65.3795	258198	174262	3.22406e+06	5	7	3	0.923158	0.969482529099988	68066.2;58558.1;131574	541.491;5773.8;7011.32;20441.1;25992.5;33680.3;37154.7;27638.3;18472.1;19873.8;13021.5;9361.39;10626.8;11685.5;17465.1
131	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	7670.657156	7675.445217	7	65.3925	67.817	145.469	65.7957	274325	174018	5.78562e+06	4	8	5	0.929811	0.999800946845264	98966.6;115533;22436.1;25600.7;11789.4	0;1266.19;10247.2;26349.4;38893.7;47800.4;48773.6;36948.2;31033.5;14282.5;9148.94;4662.12;2011.02;2908.68
132	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	4414.122637	4416.895626	2	67.5601	71.0975	212.247	67.5601	214976	169962	2.2814e+07	4	4	1	0.897345	0.902755180545554	214976	1219.64;12985.2;40450.2;67631;51893.7;23787.7;11280.5;5384.08;886.609;677.313
133	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8299.976126	8305.118537	2	65.3795	65.4468	4.0352	65.3795	258722	166397	521996	5	6	2	0.93988	0.976029164292793	2643.07;256078	0;2576.45;13010.4;23725.7;26748.3;37467.6;41350.5;40536.3;25344.1;17604.4;16364.8;10351.8;0;3641.21
134	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8793.226937	8798.678203	3	65.7957	66.9823	71.1945	66.4927	295778	145928	8.22557e+06	5	8	3	0.961715	0.988370011208949	86179;63670.7;0;145928	8325.11;9962.56;17456.8;23674.3;30997.6;39480.5;37078;34350.5;28697.8;21399.2;17519.5;11345.9;10242.3;7759.08;5813.84
135	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8731.203593	8736.614963	4	65.3795	66.4676	65.2885	65.7957	403984	132213	6.22888e+06	5	7	3	0.937107	0.997641351895155	132213;44519.2;235693	3148.1;8460.26;19449;26728.4;43680.3;59248.4;46543.6;45583;40779;37611.4;33565;11776;15408.7;15150.9
136	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8676.146652	8681.529818	3	65.3925	66.4927	66.0144	65.3925	181856	132191	1.82367e+06	5	8	4	0.947994	0.98126847573955	18397.5;101632;46751.5;15075.4	5326.75;5212.24;11154;9627.31;21134.9;27831.4;23214;24134.5;21814;14676.3;4321.36;6767.16;4387.61;4792.28;2789.32
137	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8144.920101	8149.976677	8	65.3925	68.6784	197.158	65.4468	309757	125102	7.56572e+06	5	7	3	0.961851	0.999779346290272	16433.6;171351;121972	753.044;2533.85;14694.9;30345.2;41788;53038.6;46278.4;41402;35664.2;18472.4;12753.5;7257.38;4536.95;991.477
138	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8492.093102	8497.374998	2	65.2772	65.3795	6.13533	65.2772	214869	111824	659146	5	7	3	0.908884	0.993364294655941	27205;151016;36648.5	0;0;2702.67;15816.4;23123.7;33414.9;35198.7;42585.1;19362.3;13128.6;14337.4;8795.7;0;6403.85
139	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	2	8493.089902	8498.371798	7	65.3795	67.817	146.248	65.3795	198136	87385.4	2.38915e+06	5	8	4	0.959685	0.997386555823877	14752;116125;41435.3;25823.2	0;0;9282.94;18740.4;21457.2;33438.7;32855.3;23494.5;18906.2;15102.2;9408.47;8201.1;6674.81;573.722
