FeatureIndex	FileName	MSLevel	MonoisotopicMass	AverageMass	MassCount	StartRetentionTime	EndRetentionTime	RetentionTimeDuration	ApexRetentionTime	SumIntensity	MaxIntensity	FeatureQuantity	MinCharge	MaxCharge	ChargeCount	IsotopeCosineScore	Qscore2D	PerChargeIntensity	PerIsotopeIntensity
1	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9105.349538	9110.976142	6	65.0237	65.366	20.54	65.0237	7.00498e+08	4.19487e+08	1.91622e+09	6	9	4	0.929614	0.999999999875391	4.95659e+07;3.17323e+08;3.04627e+08;2.89824e+07	46864.4;2.78984e+06;1.41806e+07;3.65531e+07;6.61559e+07;9.33402e+07;1.05201e+08;1.04876e+08;9.05545e+07;7.06797e+07;4.90425e+07;3.09908e+07;1.97154e+07;1.05167e+07;5.90211e+06
2	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9106.336718	9111.963322	78	65.4333	71.5342	366.055	65.7611	6.19506e+08	1.68401e+08	2.32494e+09	6	11	6	0.940024	1	4.29007e+07;2.13319e+08;2.33322e+08;1.14342e+08;1.56734e+07;22018.2	709490;4.24312e+06;1.53433e+07;3.53443e+07;6.12679e+07;8.22669e+07;9.26619e+07;8.95154e+07;7.86069e+07;6.05316e+07;4.2572e+07;2.64706e+07;1.62856e+07;9.43236e+06;4.96457e+06
3	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9203.326473	9209.004442	6	65.0237	65.366	20.54	65.0237	2.24036e+08	9.89498e+07	6.83514e+08	6	9	4	0.92643	0.999999999895331	3.01767e+07;1.05142e+08;8.08108e+07;7.90579e+06	32220.5;914005;4.92049e+06;1.12897e+07;2.05916e+07;2.7762e+07;3.27176e+07;3.31465e+07;3.00984e+07;2.25833e+07;1.57427e+07;1.1409e+07;6.77329e+06;3.88684e+06;2.20008e+06
4	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9204.319673	9209.997641	35	65.0237	67.8035	166.788	65.0237	2.011e+08	5.9127e+07	1.1457e+09	6	9	5	0.958008	1	3.77628e+07;1.2455e+08;3.77348e+07;1.08967e+06	463282;2.66025e+06;6.19991e+06;1.33097e+07;2.04162e+07;2.64525e+07;2.98539e+07;2.87182e+07;2.40487e+07;1.81112e+07;1.31225e+07;8.66426e+06;5.18091e+06;2.77872e+06;1.58333e+06
5	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9124.323563	9129.963903	7	65.0866	67.1615	124.493	65.0866	3.72121e+07	3.07864e+07	3.91214e+08	6	10	5	0.903255	0.917192073326503	5.12645e+06;1.1744e+07;1.30816e+07;5.69626e+06;1.56366e+06	759864;1.50973e+06;2.22119e+06;2.95136e+06;3.719e+06;3.33559e+06;3.5716e+06;3.30058e+06;3.40653e+06;3.42245e+06;2.8549e+06;2.63842e+06;1.91213e+06;1.3548e+06;1.0138e+06
6	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9143.310776	9148.965292	10	65.0237	66.1331	66.5624	65.0237	5.18394e+07	2.36774e+07	1.92379e+08	6	10	5	0.936017	0.999999998912405	9.76333e+06;2.5615e+07;1.37909e+07;2.61412e+06;56032	786471;1.54291e+06;2.15195e+06;3.17574e+06;4.52909e+06;6.26009e+06;6.41199e+06;6.05345e+06;5.38907e+06;4.39124e+06;3.44168e+06;2.99375e+06;2.21998e+06;1.78388e+06;1.49462e+06
7	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9301.304590	9307.047141	8	65.0237	67.0331	120.567	65.0237	4.04099e+07	1.81372e+07	1.45646e+08	6	8	3	0.932449	0.9999999783404	1.07017e+07;2.34189e+07;6.28926e+06	0;190768;793410;1.97428e+06;3.71835e+06;5.28143e+06;5.6734e+06;5.91715e+06;5.43546e+06;3.82433e+06;3.20281e+06;2.05879e+06;1.21934e+06;761232;359176
8	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9225.312517	9231.006623	10	65.0237	67.0974	124.422	65.0237	2.57911e+07	1.7094e+07	3.94679e+08	6	9	4	0.945308	0.999159668310239	6.97944e+06;1.18662e+07;6.46268e+06;482797	985383;1.01042e+06;1.48648e+06;1.95532e+06;2.41171e+06;2.72527e+06;3.51612e+06;3.02937e+06;2.73688e+06;2.60553e+06;1.67328e+06;1.36482e+06;526666;553103;196077
9	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9127.327604	9132.967944	7	65.0237	66.9045	112.849	65.0237	4.09614e+07	1.68105e+07	4.31154e+08	6	10	5	0.920066	0.995362236111527	9.99144e+06;2.18065e+07;6.36973e+06;2.52491e+06;268754	2.02789e+06;1.92623e+06;2.85853e+06;2.84788e+06;3.33424e+06;4.19723e+06;4.81091e+06;4.9211e+06;4.56259e+06;3.66315e+06;3.03285e+06;2.00015e+06;1.43572e+06;841536;529251
10	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	11874.050370	11881.417097	18	70.5698	71.6629	65.5835	70.7628	1.04853e+08	1.40896e+07	3.93143e+08	7	16	10	0.963647	1	2.44518e+06;1.97278e+07;1.61048e+07;1.31677e+07;1.43131e+07;1.46021e+07;1.56384e+07;5.98489e+06;2.74934e+06;119341	0;111031;564894;2.03355e+06;4.90891e+06;8.44825e+06;1.16537e+07;1.40225e+07;1.45327e+07;1.35338e+07;1.15711e+07;8.6613e+06;6.08893e+06;4.10415e+06;2.46948e+06;1.27723e+06;583585;287616
11	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9242.282904	9247.988717	12	65.0237	66.9688	116.708	65.0237	3.44755e+07	1.28958e+07	1.63797e+08	6	9	4	0.939169	0.999999973181515	1.0309e+07;1.67541e+07;7.02313e+06;399725	339315;770851;1.71588e+06;2.47966e+06;3.26295e+06;4.08207e+06;3.9501e+06;3.68614e+06;3.11463e+06;2.71177e+06;2.36717e+06;2.2454e+06;1.93825e+06;1.33614e+06;814478
12	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9224.312648	9230.006754	9	65.0866	67.0974	120.647	65.0866	2.51824e+07	1.1894e+07	1.4667e+08	6	11	6	0.921549	0.999796169195225	7.75016e+06;1.0734e+07;6.22767e+06;414193;28752.9;27606.1	1.0781e+06;1.18062e+06;1.51506e+06;1.61518e+06;2.06763e+06;2.82446e+06;2.72011e+06;2.8688e+06;2.93717e+06;2.50333e+06;1.65714e+06;1.31306e+06;872526;769913;337364
13	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9122.338794	9127.979134	31	65.366	68.7042	200.289	65.366	3.23599e+07	9.31821e+06	2.65964e+08	6	11	6	0.937318	0.999999999998742	1.37789e+06;8.55577e+06;1.3246e+07;8.07346e+06;1.11462e+06;49746.7	357084;428872;1.07812e+06;2.01235e+06;3.14382e+06;3.80894e+06;4.2828e+06;4.02119e+06;3.63873e+06;2.92388e+06;2.3612e+06;1.75749e+06;1.3717e+06;905064;625797
14	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9128.320871	9133.961211	12	65.5738	67.0974	91.4158	65.8843	2.14877e+07	8.34278e+06	1.12429e+08	6	10	5	0.950131	0.999998701280123	6.66821e+06;1.0808e+07;2.9399e+06;958071;113441	855635;975518;1.16441e+06;1.54706e+06;2.0005e+06;2.64239e+06;2.69729e+06;2.59292e+06;2.34515e+06;1.91552e+06;1.3167e+06;939200;562199;356525;432286
15	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9090.334462	9095.961066	11	65.0237	66.3899	81.973	65.0237	2.41038e+07	6.55483e+06	1.30547e+08	6	10	5	0.95417	0.999888407509309	243355;5.34982e+06;1.09427e+07;6.57697e+06;1.07517e+06	615215;631873;1.05721e+06;1.91821e+06;2.38022e+06;2.86403e+06;3.29878e+06;3.58288e+06;2.82411e+06;2.29156e+06;1.47446e+06;1.03069e+06;287032;343283;119447
16	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9144.300391	9149.954907	13	65.2886	66.0689	46.8213	65.7611	2.77539e+07	6.46557e+06	1.01463e+08	6	10	5	0.938686	0.99999999999998	6.18577e+06;1.65826e+07;4.55725e+06;380024;48267.5	255146;644124;1.179e+06;1.99551e+06;2.6753e+06;3.22217e+06;3.19718e+06;3.0738e+06;2.87762e+06;2.28421e+06;1.98679e+06;1.59496e+06;1.45619e+06;901468;665621
17	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9123.334401	9128.974741	14	65.2283	67.1615	115.992	65.2283	2.58576e+07	6.18635e+06	2.03574e+08	6	11	6	0.936359	0.999996006710298	3.46324e+06;1.67135e+07;3.53555e+06;1.63329e+06;463653;62787.1	282713;627773;1.25967e+06;2.01006e+06;2.65543e+06;2.86282e+06;2.82327e+06;2.56326e+06;2.62027e+06;2.23045e+06;1.98699e+06;1.46872e+06;1.22742e+06;870689;650726
18	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9323.287006	9329.125605	5	65.0237	65.366	20.54	65.0237	1.29862e+07	5.92166e+06	4.21061e+07	6	8	3	0.95021	0.999991039764969	5.96859e+06;6.41312e+06;604493	306973;180213;462918;863423;1.19967e+06;1.46089e+06;1.98853e+06;1.85783e+06;1.74719e+06;1.23265e+06;882212;795311;218277;27301.3;69773.5
19	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9145.299665	9150.954182	3	65.7611	66.0689	18.4682	65.8212	7.34209e+06	5.74379e+06	5.9334e+07	6	9	4	0.958396	0.986694572826178	1.8727e+06;3.11524e+06;1.98845e+06;365714	0;68824.3;331229;761106;702417;910088;1.03218e+06;740477;731302;705068;402980;410950;170012;275166;100299
20	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9129.321721	9134.962061	5	65.7611	67.0974	80.1762	65.8212	8.82714e+06	5.51526e+06	7.64655e+07	6	10	5	0.981157	0.999750423710935	4.01049e+06;2.75656e+06;2.21005e+06;509534;150968	79309.2;147135;171501;897356;1.22357e+06;1.23298e+06;1.3163e+06;1.18866e+06;974951;694361;496130;270796;57175.9;36261.9;119968
21	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9164.316955	9169.983201	16	65.0866	66.9688	112.933	65.0866	1.56515e+07	4.70502e+06	1.18822e+08	6	10	5	0.933886	0.999970693578631	2.36581e+06;6.50342e+06;5.57557e+06;1.15899e+06;47740.9	430732;809531;739819;1.33641e+06;1.5231e+06;1.40832e+06;1.89838e+06;1.68553e+06;1.6306e+06;1.3815e+06;975974;837692;622112;453340;349227
22	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9166.306852	9171.973098	4	65.0237	67.0331	120.567	65.0237	7.41467e+06	4.61252e+06	1.9861e+08	6	8	3	0.924144	0.973970803559034	2.34864e+06;4.91462e+06;151406	169495;477857;535324;533637;599240;773661;986362;675914;745257;755328;558609;366361;194276;112423;100422
23	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9302.294442	9308.036994	19	65.1532	67.0974	116.649	65.7611	2.4515e+07	4.60601e+06	1.17986e+08	6	8	3	0.957754	0.999999999689231	8.83422e+06;1.37491e+07;1.93169e+06	30375.4;209000;566694;1.5225e+06;2.61591e+06;3.25573e+06;3.7074e+06;3.63202e+06;3.16598e+06;2.18444e+06;1.62504e+06;1.11253e+06;570768;185617;161316
24	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9340.259237	9346.109445	4	65.0237	65.4333	24.5753	65.0237	7.82242e+06	4.00276e+06	3.42987e+07	6	8	3	0.901798	0.960936219527303	3.27478e+06;4.214e+06;333636	0;81051.2;233256;521098;794398;793250;913432;679395;629293;686355;574425;591680;519572;430793;374421
25	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9226.300577	9231.994682	9	65.7611	67.0331	76.322	65.8212	1.48595e+07	3.707e+06	6.43364e+07	6	8	3	0.94825	0.999999993699159	6.58545e+06;6.97244e+06;1.30156e+06	342031;538308;604738;1.01905e+06;1.20159e+06;1.91028e+06;2.04533e+06;2.05431e+06;1.64176e+06;1.49468e+06;963490;636148;372129;291032;86605.3
26	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9205.315244	9210.993213	7	65.8843	67.8035	115.152	65.8843	4.63976e+06	3.70573e+06	1.11318e+08	6	8	3	0.979135	0.985155745799071	3.94012e+06;676204;67320.9	6486.95;90376.2;261863;350364;496567;709930;648591;662652;508142;348992;297574;147263;95993.8;6033.71;15414.6
27	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9262.277235	9267.983048	10	65.0237	66.1331	66.5624	65.0237	1.22805e+07	3.68743e+06	5.67378e+07	6	8	3	0.906194	0.999401333396921	5.12513e+06;6.29023e+06;865092	617090;481193;510859;818263;1.00459e+06;1.31057e+06;1.41939e+06;1.30438e+06;1.14706e+06;1.31139e+06;758745;667548;592536;606608;347331
28	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9263.276130	9268.993645	6	65.0237	66.011	59.2363	65.0237	6.59825e+06	3.66006e+06	4.32279e+07	6	7	2	0.936594	0.959122754794714	3.64658e+06;2.95167e+06	239804;299359;228939;479125;751909;654082;778434;714994;717663;579410;308731;405422;279016;217767;183397
29	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	8948.284152	8953.822249	9	65.0866	66.2613	70.4818	65.2283	8.50322e+06	3.5161e+06	6.18401e+07	6	10	5	0.97733	0.999820699571401	184732;2.22132e+06;3.73351e+06;2.0642e+06;299454	70581;194932;335049;687579;995832;1.29541e+06;1.42871e+06;1.25863e+06;894190;621099;344077;253296;94410.8;66282.4;33717.4
30	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9222.320556	9228.014662	6	65.2886	66.5828	77.6545	65.2886	6.86252e+06	3.47834e+06	8.87025e+07	6	10	5	0.920604	0.997394113705952	1.032e+06;2.80061e+06;2.38861e+06;547337;93969.7	114233;235605;411278;458743;657502;721456;681627;682373;677144;658116;485568;435545;366104;208448;183013
31	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	8947.283531	8952.821627	6	65.1532	66.1331	58.7902	65.1532	5.46815e+06	3.37317e+06	2.99521e+07	6	9	4	0.91942	0.995352688304951	148866;1.91521e+06;1.8646e+06;1.53948e+06	0;85012.8;103952;311137;505364;764081;855893;778930;791542;652774;277989;205722;54084.5;81667.8
32	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9223.317210	9229.011315	6	65.2283	66.647	85.1231	65.2283	5.1213e+06	3.2556e+06	4.73303e+07	6	9	4	0.909577	0.981304214262226	1.88217e+06;2.6495e+06;489969;127534	182643;243830;306930;390907;438917;502244;508468;526585;524011;445075;449042;313205;232074;151699;88314.5
33	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9165.306523	9170.972769	10	65.0866	66.9688	112.933	65.0866	1.02664e+07	3.14538e+06	7.59018e+07	6	8	4	0.903692	0.947911337253473	2.88047e+06;5.39039e+06;1.99551e+06	470129;405860;654277;809453;658227;1.15824e+06;1.19017e+06;935380;1.19375e+06;704153;816235;609668;450230;397427;283302
34	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9399.276987	9405.180002	7	65.0237	66.011	59.2363	65.0237	7.00742e+06	3.1259e+06	2.57805e+07	6	7	2	0.937893	0.999997007612761	3.17226e+06;3.83516e+06	13688.8;0;77251.2;230515;730513;964981;1.17806e+06;1.2049e+06;961377;795888;360977;125544;265541;0;111871
35	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9142.315136	9147.969653	4	65.2886	66.4541	69.9356	65.2886	4.41697e+06	2.77729e+06	6.45978e+07	6	9	5	0.872602	0.672865535797073	625696;1.98203e+06;1.43073e+06;378508	242807;223278;241884;265729;324141;435858;468251;436647;486375;279861;373467;185616;260061;243464;192335
36	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9061.324986	9066.916646	3	65.0237	65.4333	24.5753	65.0237	4.33313e+06	2.70076e+06	2.49573e+07	7	8	2	0.911656	0.966681450179375	1.37601e+06;2.95713e+06	96484.2;150542;177937;320546;166033;717375;640416;552678;521909;454609;176053;143269;195733;72411;43624.4
37	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9243.277142	9248.982955	10	65.0866	66.8403	105.224	65.8212	1.42739e+07	2.49267e+06	1.0148e+08	6	8	3	0.938922	0.999821448717494	6.3731e+06;6.7613e+06;1.13947e+06	100816;383658;712469;1.17479e+06;1.3493e+06;1.54718e+06;1.63582e+06;1.47574e+06;1.28209e+06;1.08629e+06;939666;899729;710086;529657;547402
38	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	11891.039697	11898.418183	11	69.0257	71.2126	131.212	70.8269	1.10491e+07	2.42491e+06	7.73976e+07	7	15	10	0.959704	0.999999674340097	65815.7;2.17255e+06;1.49798e+06;993111;1.28888e+06;1.60639e+06;1.6943e+06;1.41895e+06;311140	0;83965.4;178614;345015;584422;943232;1.08758e+06;1.26254e+06;1.22943e+06;1.14105e+06;879475;835074;694045;563850;476029;386216;242524;116044
39	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	11890.046184	11897.424669	16	69.0257	71.1483	127.352	70.9555	1.36092e+07	1.9701e+06	1.12736e+08	7	16	10	0.965781	0.999999996123126	67419.5;2.65447e+06;2.19617e+06;1.7113e+06;1.6364e+06;1.74667e+06;1.7468e+06;1.33602e+06;482416;53480.7	0;28879;90751.7;256232;560248;1.13511e+06;1.61437e+06;1.79539e+06;1.93612e+06;1.87407e+06;1.44385e+06;1.07319e+06;787290;452707;263848;145352;95013.8;56782.7
40	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9063.316040	9068.930894	3	65.0866	65.8212	44.0742	65.0866	3.06394e+06	1.94606e+06	2.93789e+07	6	10	5	0.885494	0.711687850778443	34128.1;724984;1.47061e+06;680848;153376	90193;61054.6;375665;66980.1;183189;380949;613624;397437;350146;166657;155628;90755.3;119024;22388.5;80444.7
41	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	11972.028370	11979.455564	17	70.6342	71.6629	61.7191	70.8269	1.28823e+07	1.72991e+06	4.72333e+07	7	12	6	0.965267	1	1.39137e+06;8.17609e+06;3.01651e+06;142542;99977;72496.7	0;0;32978.4;189911;573947;1.06129e+06;1.5026e+06;1.76199e+06;1.91056e+06;1.7021e+06;1.48308e+06;1.08896e+06;786588;407685;241277;67096.5;64909.1;7353.62
42	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9324.277065	9330.115663	11	65.5097	66.1331	37.4009	65.7611	8.37084e+06	1.68756e+06	3.02931e+07	6	8	3	0.966844	0.999999999997025	3.78623e+06;4.50136e+06;83248.8	13081;97325.8;210992;490918;835317;1.2543e+06;1.39708e+06;1.37846e+06;937277;765441;518126;183167;241610;46199.3;14625.5
43	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9091.329273	9096.955877	6	65.0866	66.011	55.4616	65.7611	4.78674e+06	1.64569e+06	5.8575e+07	6	8	3	0.944935	0.962129201656374	159719;2.91719e+06;1.70983e+06	200682;197201;367990;382599;407290;597803;605528;781448;566514;375080;294405;58955.8;74930.2;30133.2;46864.4
44	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9341.259636	9347.109844	4	65.1532	65.8843	43.8635	65.1532	2.96221e+06	1.61819e+06	2.44203e+07	6	7	3	0.905262	0.744752561367708	1.30661e+06;1.6556e+06	15426.7;45605.7;171624;183038;286036;240469;436996;303497;257187;334532;138600;177391;277203;64138.9;45890.3
45	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	8946.281002	8951.819098	2	65.0237	65.5738	33.0058	65.0237	1.63166e+06	1.53512e+06	2.6927e+07	7	9	3	0.903526	0.882315538058125	204721;740679;686256	0;0;72056.7;0;237000;239877;363133;216496;182714;87801;139514;93064.3
46	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9264.282569	9270.000084	4	65.0237	65.8843	51.6357	65.0237	3.79559e+06	1.52583e+06	4.08824e+07	6	7	2	0.928712	0.838455339892395	3.33363e+06;461960	0;99025;165180;408430;380789;418659;364089;423437;428677;299320;318373;323140;0;97911.8;68564.1
47	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	11892.042321	11899.420807	6	70.6986	71.341	38.5451	70.8269	3.53639e+06	1.44672e+06	2.64795e+07	7	12	6	0.950785	0.998683058899381	52790;1.18826e+06;667085;419879;593176;615202	0;62136.7;71092.5;160340;240057;334866;350373;333111;343314;296045;338888;306674;265621;132689;166374;77284;20496.1;37029.1
48	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9422.257117	9428.172023	3	65.0237	65.8843	51.6357	65.0237	2.11524e+06	1.44002e+06	4.69624e+07	6	7	2	0.931485	0.948926303958415	1.33712e+06;778119	0;0;0;139810;187708;362566;428389;451212;266461;247575;0;31521.7
49	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9188.300498	9193.978466	2	65.0237	65.8212	47.8489	65.0237	1.88022e+06	1.42955e+06	4.49833e+07	6	7	2	0.911661	0.688814335804799	757411;1.12281e+06	147310;0;117003;166984;171113;182954;424601;231468;215901;128511;131499;37326.4;72863.4
50	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9303.299585	9309.042136	5	65.8212	66.9688	68.8593	65.8212	1.68388e+06	1.37388e+06	1.93649e+07	6	7	2	0.955592	0.962097362433043	1.53523e+06;148648	0;0;69507.5;107680;209467;200803;339612;235017;189315;194274;82253.6;55950.6
51	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9138.327045	9143.981561	4	65.366	66.3256	57.5774	65.366	3.2999e+06	1.35739e+06	5.41864e+07	6	9	4	0.902257	0.996391101042296	127779;1.0085e+06;1.33828e+06;825343	96148.8;89982.7;141172;223604;319930;340140;350471;318861;323812;262600;258615;296122;167749;112853;93985.5
52	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9163.332086	9168.998332	15	65.2886	67.1615	112.375	65.6377	7.23356e+06	1.3133e+06	6.47835e+07	6	10	5	0.937663	0.998257379963425	740647;2.44989e+06;2.75003e+06;1.22444e+06;126501	210322;148924;272317;461927;734909;776794;936518;915990;762096;617139;504284;354007;340107;163160;245394
53	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9147.357713	9153.012229	12	66.5828	67.9324	80.9739	67.8035	7.79953e+06	1.25347e+06	4.27778e+07	6	10	5	0.93144	0.999999690938712	415078;2.61014e+06;3.08339e+06;1.63798e+06;52950.5	172244;127162;293346;444038;667486;956679;1.0556e+06;1.10245e+06;909891;794510;535897;456166;230045;125471;100791
54	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9342.262662	9348.112869	3	65.0866	65.8212	44.0742	65.0866	2.6101e+06	1.23131e+06	3.17059e+07	6	7	2	0.909893	0.778822264177581	1.83795e+06;772147	22216.4;48629;122051;245084;227774;246416;314666;325435;197939;206149;269545;197002;209408
55	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9089.336713	9094.963316	8	65.2283	66.5184	77.4091	65.2283	5.34362e+06	1.22909e+06	4.27765e+07	6	9	4	0.951506	0.999997407824396	48694.2;2.02212e+06;3.23222e+06;40593.8	13617.1;114307;248689;348287;544658;739977;707265;648772;624979;546444;443369;101729;173937;73106.9;28103.4
56	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9088.338754	9093.965358	6	65.4333	66.4541	61.2526	65.4333	3.29849e+06	1.06479e+06	3.07094e+07	6	9	4	0.923437	0.976496574660891	38117.2;572441;1.52763e+06;1.1603e+06	0;21775.5;91646.6;204163;296465;446033;416675;473362;336949;359971;217462;266759;67495.4;43855.8;55876.9
57	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9345.374084	9351.224291	5	66.3256	67.4823	69.4002	66.3899	2.46474e+06	1.02303e+06	1.76273e+07	6	11	6	0.935919	0.999866841070763	9441.35;446581;1.13257e+06;706904;140442;28803.7	0;0;28761.5;145299;241841;283209;364145;339928;367687;257114;186599;116467;88281.4;26997.1;18411.2
58	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9244.277590	9249.983404	4	65.7014	66.0689	22.0527	65.8843	2.34469e+06	967695	1.49352e+07	6	7	2	0.887528	0.913856563024786	2.08715e+06;257534	44256;100376;109007;189075;221283;202693;220443;201597;218910;194590;185292;174571;131878;134803;60170.1
59	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9105.352372	9110.978975	18	67.4183	70.1835	165.915	67.611	6.11333e+06	871672	6.17284e+07	6	10	5	0.921774	0.99969333501843	339864;1.49069e+06;2.9466e+06;1.369e+06;66070.7	16240.7;34358.1;86803.9;245548;522178;905395;1.06008e+06;941875;810180;601419;346626;216561;109411;164257;68636.3
60	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9346.376102	9352.226309	6	66.1973	66.5184	19.2693	66.4541	2.50551e+06	796258	8.83598e+06	6	10	6	0.980433	0.999996678631557	9441.35;531778;967943;780660;215688	7820;20080.7;102503;173047;267863;363550;438184;388621;268293;217676;104380;84367;44709.6;24131.5;8105.48
61	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	9400.266537	9406.169553	6	65.2283	65.8843	39.3604	65.8212	2.12225e+06	787959	1.17647e+07	6	8	3	0.909014	0.958594892512119	1.13504e+06;891232;95978.6	0;0;54774.6;60610.1;242230;265201;285891;377312;355804;240584;10537;168796;32243.3;0;0;28271.2
62	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	11895.037164	11902.415650	5	71.4053	71.6629	15.4538	71.5986	1.797e+06	736354	5.87283e+06	7	13	7	0.944327	0.999797821275799	54799;888782;250322;99550.5;184023;156153;163374	0;33561.4;102059;71824.1;114918;117039;148215;214987;199835;171632;148294;174980;102155;74491.4;23175.3;49904.6;15084;34848.2
63	../workspaces-FLASHApp/default/flashdeconv/input-files/mzML-files/example_fd.mzML	1	11906.038760	11913.417245	4	69.9905	71.4699	88.7639	71.4699	1.44794e+06	584213	3.79351e+07	8	15	8	0.939433	0.986186729481106	179241;200431;128311;196873;277823;342587;55606.7;67063.6	0;42206;11749.6;36038.4;40057.8;135178;157258;147067;253929;188896;95951.2;101755;45459.1;69771;30945.5;20135.3;26608;44931.6
